cik,filingyear,filingdate,reportingdate,rfdtitle
4962,2010,02/26/2010,12/31/2008,SUMMARY OF LOAN LOSS EXPERIENCE
4962,2010,02/26/2010,12/31/2008,ANALYSIS OF THE ALLOWANCE FOR LOAN LOSSES
4962,2010,02/26/2010,12/31/2008,Cardmember loans
4962,2010,02/26/2010,12/31/2008,Allowance for loan losses at beginning of year
4962,2010,02/26/2010,12/31/2008,Total allowance for losses
4962,2010,02/26/2010,12/31/2008,Cardmember lending provisions (a)
4962,2010,02/26/2010,12/31/2008,Total cardmember lending provisions
4962,2010,02/26/2010,12/31/2008,Total write-offs
4962,2010,02/26/2010,12/31/2008,Total recoveries
4962,2010,02/26/2010,12/31/2008,Net write-offs (b) (c)
4962,2010,02/26/2010,12/31/2008,Total other
4962,2010,02/26/2010,12/31/2008,Allowance for loan losses at end of year
4962,2010,02/26/2010,12/31/2008,Net write-offs / average cardmember loansoutstanding (b) (c) (e)
4962,2010,02/26/2010,12/31/2008,Other loans
4962,2010,02/26/2010,12/31/2008,Provisions for other loan losses (c)
4962,2010,02/26/2010,12/31/2008,Total provisions for other loan losses
4962,2010,02/26/2010,12/31/2008,Net write-offs
4962,2010,02/26/2010,12/31/2008,Net write-offs/average other loans outstanding (e)
4962,2010,02/26/2010,12/31/2008,Allowance for losses at beginning of year
4962,2010,02/26/2010,12/31/2008,U.S. receivables
4962,2010,02/26/2010,12/31/2008,Total U.S. receivables
4962,2010,02/26/2010,12/31/2008,Non-U.S. receivables
4962,2010,02/26/2010,12/31/2008,Total non-U.S. receivables
4962,2010,02/26/2010,12/31/2008,Provisions for losses (a)
4962,2010,02/26/2010,12/31/2008,Total U.S. provisions
4962,2010,02/26/2010,12/31/2008,Total non-U.S. provisions
4962,2010,02/26/2010,12/31/2008,Total provisions for losses
4962,2010,02/26/2010,12/31/2008,Total U.S. write-offs
4962,2010,02/26/2010,12/31/2008,Total non-U.S. write-offs
4962,2010,02/26/2010,12/31/2008,Total U.S. recoveries
4962,2010,02/26/2010,12/31/2008,Total non-U.S. recoveries
4962,2010,02/26/2010,12/31/2008,Net write-offs (b)
4962,2010,02/26/2010,12/31/2008,Total U.S. other
4962,2010,02/26/2010,12/31/2008,Total non-U.S. other
4962,2010,02/26/2010,12/31/2008,Allowance for losses at end of year
4962,2010,02/26/2010,12/31/2008,Net write-offs / average cardmember receivables outstanding (d)
4962,2010,02/26/2010,12/31/2008,Net loss ratio as a percentage of charge volume (e)
4962,2010,02/26/2010,12/31/2008,ALLOCATION OF ALLOWANCE FOR LOSSES
4962,2010,02/26/2010,12/31/2008,Allowance for losses atend of year applicable to
4962,2010,02/26/2010,12/31/2008,Percent ofloans/receivablesin eachcategoryto totalloans/receivables
4962,2010,02/26/2010,12/31/2008,CUSTOMER DEPOSITS
4962,2010,02/26/2010,12/31/2008,AverageBalance(a)
4962,2010,02/26/2010,12/31/2008,U.S. customer deposits
4962,2010,02/26/2010,12/31/2008,Total U.S. customer deposits
4962,2010,02/26/2010,12/31/2008,Non-U.S. customer deposits
4962,2010,02/26/2010,12/31/2008,Total Non-U.S. customer deposits
4962,2010,02/26/2010,12/31/2008,Total customer deposits
4962,2010,02/26/2010,12/31/2008,"TIME CERTIFICATES OF DEPOSIT OF $100,000 OR MORE"
4962,2010,02/26/2010,12/31/2008,"By remaining maturity as of December 31, 2009"
4962,2010,02/26/2010,12/31/2008,RETURN ON EQUITY AND ASSETS
4962,2010,02/26/2010,12/31/2008,"(Millions, except percentages and per share amounts)"
4962,2010,02/26/2010,12/31/2008,SHORT-TERM BORROWINGS
4962,2010,02/26/2010,12/31/2008,Commercial paper
4962,2010,02/26/2010,12/31/2008,Federal funds purchased and securities sold under repurchase agreements (b)
4962,2010,02/26/2010,12/31/2008,Other short-term borrowings
4962,2010,02/26/2010,12/31/2008,RISK FACTORS
4962,2010,02/26/2010,12/31/2008,Current Economic and Political Risks
4962,2010,02/26/2010,12/31/2008,"Difficult conditions in the global capital markets and economy generally, as well as political conditions in the United States and elsewhere, may materially adversely affect our business and results of operations."
4962,2010,02/26/2010,12/31/2008,"Adverse capital and credit market conditions may significantly affect our ability to meet liquidity needs, access to capital and cost of capital."
4962,2010,02/26/2010,12/31/2008,We can be adversely affected by the impairment of other financial institutions.
4962,2010,02/26/2010,12/31/2008,"Any reduction in the Companys and its subsidiaries credit ratings could increase the cost of our funding from, and restrict our access to, the capital markets and have a material adverse effect on our results of operations and financial condition."
4962,2010,02/26/2010,12/31/2008,Adverse currency fluctuations and foreign exchange controls could decrease revenue we receive from our international operations.
4962,2010,02/26/2010,12/31/2008,Legal and Regulatory Risks
4962,2010,02/26/2010,12/31/2008,The Credit Card Accountability Responsibility and Disclosure Act of 2009 will significantly impact our business practices and could have a material adverse effect on our results of operations.
4962,2010,02/26/2010,12/31/2008,"Proposed legislative and regulatory reforms could, if enacted or adopted, result in our business becoming subject to significant and extensive additional regulations, which could adversely affect our results of operations and financial condition."
4962,2010,02/26/2010,12/31/2008,Potential actions by the FDIC and the rating agencies could impact the Companys ABS program.
4962,2010,02/26/2010,12/31/2008,Our financial condition and results of operations could be adversely affected by increases in FDIC deposit insurance assessments.
4962,2010,02/26/2010,12/31/2008,"Our business, financial condition and results of operations could be adversely affected by new regulation and supervision to which we are subject as a result of becoming a bank holding company."
4962,2010,02/26/2010,12/31/2008,We are subject to restrictions that limit our ability to pay dividends and repurchase our capital stock.
4962,2010,02/26/2010,12/31/2008,"Banks, card issuers and card network operators generally are the subject of increasing global regulatory focus, which may impose costly new compliance burdens on our Company and lead to decreased transaction volumes and revenues through our network."
4962,2010,02/26/2010,12/31/2008,"If we are not able to protect our intellectual property, and invest successfully in, and compete at the leading edge of, technological developments across all our businesses, our revenue and profitability could be negatively affected."
4962,2010,02/26/2010,12/31/2008,Regulation in the areas of privacy and data security could increase our costs and decrease the number of charge and credit cards issued.
4962,2010,02/26/2010,12/31/2008,"Our success is dependent, in part, upon our executive officers and other key personnel, and the loss of key personnel could materially adversely affect our business."
4962,2010,02/26/2010,12/31/2008,"Litigation and regulatory actions could subject us to significant fines, penalties and/or requirements resulting in increased expenses."
4962,2010,02/26/2010,12/31/2008,Business Risks
4962,2010,02/26/2010,12/31/2008,Our operating results may suffer because of substantial and increasingly intense competition worldwide in the payments industry.
4962,2010,02/26/2010,12/31/2008,We face increasingly intense competitive pressure that may impact the prices we charge merchants who accept our Cards for payment for goods and services.
4962,2010,02/26/2010,12/31/2008,"We may not be successful in our efforts to promote Card usage through our marketing, promotion and rewards programs or to effectively control the costs of such programs, both of which may impact our profitability."
4962,2010,02/26/2010,12/31/2008,"Our brand and reputation are key assets of our Company, and our business may be affected by how we are perceived in the marketplace."
4962,2010,02/26/2010,12/31/2008,An increase in account data breaches and fraudulent activity using our Cards could lead to reputational damage to our brand and could reduce the use and acceptance of our charge and credit Cards.
4962,2010,02/26/2010,12/31/2008,"We have agreements with business partners in a variety of industries, including the airline industry, that represent a significant portion of our business. We are exposed to risks associated with these industries, including bankruptcies, restructurings, consolidations and alliances of our partners, and the possible obligation to make payments to our partners."
4962,2010,02/26/2010,12/31/2008,"Our reengineering and other cost control initiatives may not prove successful, and we may not realize all or a significant portion of the benefits we intended."
4962,2010,02/26/2010,12/31/2008,Our risk management policies and procedures may not be effective.
4962,2010,02/26/2010,12/31/2008,An inability to accept or maintain deposits due to market demand or regulatory constraints could materially adversely affect our liquidity position and our ability to fund our business.
4962,2010,02/26/2010,12/31/2008,"If our global network systems are disrupted or we are unable to process transactions efficiently or at all, our revenue and profitability would be materially reduced."
4962,2010,02/26/2010,12/31/2008,We rely on third-party providers of various computer systems and other services integral to the operations of our businesses. These third parties may act in ways that could harm our business.
4962,2010,02/26/2010,12/31/2008,Special Note About Forward-Looking Statements
4962,2010,02/26/2010,12/31/2008,UNRESOLVED STAFF COMMENTS
4962,2010,02/26/2010,12/31/2008,LEGAL PROCEEDINGS
4962,2010,02/26/2010,12/31/2008,Corporate Matters
4962,2010,02/26/2010,12/31/2008,In re American Express Company Securities Litigation
4962,2010,02/26/2010,12/31/2008,Amick v. American Express Travel Related Services Co.
4962,2010,02/26/2010,12/31/2008,City of Tallahassee Retirement System v. Akerson et al.
4962,2010,02/26/2010,12/31/2008,"Obester v. American Express Company, et. al."
4962,2010,02/26/2010,12/31/2008,"Tang v. American Express Company, et. al."
4962,2010,02/26/2010,12/31/2008,Miner v. American Express Company et. al.
4962,2010,02/26/2010,12/31/2008,DiLorenzo v. American Express Company et. al.
4962,2010,02/26/2010,12/31/2008,In Re American Express ERISA Litigation
4962,2010,02/26/2010,12/31/2008,"Brozovich v. American Express Co., Kenneth I. Chenault and Daniel T. Henry"
4962,2010,02/26/2010,12/31/2008,"Baydale v. American Express Co., Kenneth I. Chenault and Daniel Henry"
4962,2010,02/26/2010,12/31/2008,U.S. Card Services and Global Merchant Services Matters
4962,2010,02/26/2010,12/31/2008,In re American Express Merchants Litigation
4962,2010,02/26/2010,12/31/2008,The Marcus Corporation v. American Express Company et al.
4962,2010,02/26/2010,12/31/2008,In Re: American Express Merchants Litigation
4962,2010,02/26/2010,12/31/2008,"Greenporter LLC and Bar Hama LLC, on behalf of themselves and all others similarly situated v. American Express Company and American Express Travel Related Services Company, Inc."
4962,2010,02/26/2010,12/31/2008,In Re: American Express Anti-Steering Rules Antitrust Litigation
4962,2010,02/26/2010,12/31/2008,"The Wild Grape v. American Express Company, et al."
4962,2010,02/26/2010,12/31/2008,Mesi v. American Express Centurion Bank
4962,2010,02/26/2010,12/31/2008,"Lopez, et al. v. American Express Bank, FSB and American Express Centurion Bank"
4962,2010,02/26/2010,12/31/2008,"Hoffman, et al. v. American Express Travel Related Services Company, Inc."
4962,2010,02/26/2010,12/31/2008,Environment Law Enforcement Systems v. American Express et al.
4962,2010,02/26/2010,12/31/2008,"Kass v. American Express Card Services, Inc., American Express Company and American Express Travel Related Services"
4962,2010,02/26/2010,12/31/2008,"Ross, et al. v. American Express Company, American Express Travel Related Services and American Express Centurion Bank"
4962,2010,02/26/2010,12/31/2008,In Re Currency Conversion Antitrust Litigation.
4962,2010,02/26/2010,12/31/2008,Homa v. American Express Company et al.
4962,2010,02/26/2010,12/31/2008,Pagsolingan v. American Express Company
4962,2010,02/26/2010,12/31/2008,Kaufman v. American Express Travel Related Services
4962,2010,02/26/2010,12/31/2008,Goodman v. American Express Travel Related Services
4962,2010,02/26/2010,12/31/2008,Jarratt v. American Express Company
4962,2010,02/26/2010,12/31/2008,International Matters
4962,2010,02/26/2010,12/31/2008,Marcotte v. Bank of Montreal et al.
4962,2010,02/26/2010,12/31/2008,Sylvan Adams v. Amex Bank of Canada
4962,2010,02/26/2010,12/31/2008,Option Consommateurs and Benoit Fortin v. Amex Bank of Canada et al.
4962,2010,02/26/2010,12/31/2008,Option Consommateurs and Joel-Christian St-Pierre v. Bank of Montreal et al.
4962,2010,02/26/2010,12/31/2008,Other Matters
4962,2010,02/26/2010,12/31/2008,SUBMISSION OF MATTERS TO A VOTE OF SECURITY HOLDERS
4962,2010,02/26/2010,12/31/2008,"MARKET FOR REGISTRANTS COMMON EQUITY, RELATED STOCKHOLDER MATTERS AND ISSUER PURCHASES OF EQUITY SECURITIES"
4962,2010,02/26/2010,12/31/2008,Total Number
4962,2010,02/26/2010,12/31/2008,Average Price
4962,2010,02/26/2010,12/31/2008,Paid Per Share
4962,2010,02/26/2010,12/31/2008,Total Number of
4962,2010,02/26/2010,12/31/2008,Purchased as
4962,2010,02/26/2010,12/31/2008,Part of Publicly
4962,2010,02/26/2010,12/31/2008,Programs (3)
4962,2010,02/26/2010,12/31/2008,Number of Shares
4962,2010,02/26/2010,12/31/2008,that May Yet Be
4962,2010,02/26/2010,12/31/2008,Purchased Under
4962,2010,02/26/2010,12/31/2008,the Plans or
4962,2010,02/26/2010,12/31/2008,SELECTED FINANCIAL DATA
4962,2010,02/26/2010,12/31/2008,MANAGEMENTS DISCUSSION AND ANALYSIS OF FINANCIAL CONDITION AND RESULTS OF OPERATIONS
4962,2010,02/26/2010,12/31/2008,QUANTITATIVE AND QUALITATIVE DISCLOSURES ABOUT MARKET RISK
4962,2010,02/26/2010,12/31/2008,FINANCIAL STATEMENTS AND SUPPLEMENTARY DATA
4962,2010,02/26/2010,12/31/2008,CHANGES IN AND DISAGREEMENTS WITH ACCOUNTANTS ON ACCOUNTING AND FINANCIAL DISCLOSURE
4962,2010,02/26/2010,12/31/2008,CONTROLS AND PROCEDURES
4962,2010,02/26/2010,12/31/2008,OTHER INFORMATION
4962,2010,02/26/2010,12/31/2008,"ITEMS 10, 11, 12 and 13."
4962,2010,02/26/2010,12/31/2008,"DIRECTORS, EXECUTIVE OFFICERS AND CORPORATE GOVERNANCE; EXECUTIVE COMPENSATION; SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT AND RELATED STOCKHOLDER MATTERS; CERTAIN RELATIONSHIPS AND RELATED TRANSACTIONS, AND DIRECTOR INDEPENDENCE"
4962,2010,02/26/2010,12/31/2008,PRINCIPAL ACCOUNTING FEES AND SERVICES
4962,2010,02/26/2010,12/31/2008,"EXHIBITS, FINANCIAL STATEMENT SCHEDULES"
4962,2010,02/26/2010,12/31/2008,Financial Statements
4962,2010,02/26/2010,12/31/2008,Financial Statement Schedules
4962,2010,02/26/2010,12/31/2008,Daniel T. Henry
4962,2010,02/26/2010,12/31/2008,Executive Vice President and
4962,2010,02/26/2010,12/31/2008,Chief Financial Officer
4962,2010,02/26/2010,12/31/2008,Kenneth I. Chenault
4962,2010,02/26/2010,12/31/2008,"Chairman, Chief Executive Officer and"
4962,2010,02/26/2010,12/31/2008,Jan Leschly
4962,2010,02/26/2010,12/31/2008,Richard C. Levin
4962,2010,02/26/2010,12/31/2008,Joan C. Amble
4962,2010,02/26/2010,12/31/2008,Comptroller
4962,2010,02/26/2010,12/31/2008,Richard A. McGinn
4962,2010,02/26/2010,12/31/2008,Daniel F. Akerson
4962,2010,02/26/2010,12/31/2008,Edward D. Miller
4962,2010,02/26/2010,12/31/2008,Charlene Barshefsky
4962,2010,02/26/2010,12/31/2008,Steven S Reinemund
4962,2010,02/26/2010,12/31/2008,Ursula M. Burns
4962,2010,02/26/2010,12/31/2008,Robert D. Walter
4962,2010,02/26/2010,12/31/2008,Peter Chernin
4962,2010,02/26/2010,12/31/2008,Ronald A. Williams
4962,2010,02/26/2010,12/31/2008,AMERICAN EXPRESS COMPANY
4962,2010,02/26/2010,12/31/2008,INDEX TO FINANCIAL STATEMENTS
4962,2010,02/26/2010,12/31/2008,(Items 15(a)(1) and 15(a)(2) of Form 10-K)
4962,2010,02/26/2010,12/31/2008,Annual Reportto Shareholders(Page)
4962,2010,02/26/2010,12/31/2008,Exhibit 23.1
4962,2010,02/26/2010,12/31/2008,CONSENT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM
4962,2010,02/26/2010,12/31/2008,EXHIBIT INDEX
4962,2010,02/26/2010,12/31/2008,UNITED STATES
4962,2010,02/26/2010,12/31/2008,SECURITIES AND EXCHANGE COMMISSION
4962,2010,02/26/2010,12/31/2008,"WASHINGTON, D.C. 20549"
4962,2010,02/26/2010,12/31/2008,ANNUAL REPORT PURSUANT TO SECTION 13 OR 15(d) OF
4962,2010,02/26/2010,12/31/2008,THE SECURITIES EXCHANGE ACT OF 1934
4962,2010,02/26/2010,12/31/2008,"For the fiscal year ended December 31, 2009"
4962,2010,02/26/2010,12/31/2008,Commission File No. 1-7657
4962,2010,02/26/2010,12/31/2008,American Express Company
4962,2010,02/26/2010,12/31/2008,(Exact name of Company as specified in charter)
4962,2010,02/26/2010,12/31/2008,"The interchange fee, which is the collectively set fee paid by the bankcard merchant acquirer to the card issuing bank in four party payment networks, like Visa and MasterCard, is generally the largest component of the merchant service charge payable by merchants for bankcard debit and credit card acceptance in these systems.By contrast, the American Express network does not have collectively set interchange fees. Although the regulators focus has primarily been on Visa and MasterCard as the dominant card networks and their operations on a multilateral basis, antitrust actions and government regulation of the bankcard associations pricing could ultimately affect all networks. Lower interchange and/or merchant discount revenue may lead card issuers to look for other sources of revenue from consumers such as higher annual card fees or interest charges, as well as to reduce costs by scaling back or eliminating rewards programs."
4962,2010,02/26/2010,12/31/2008,"Year Ended December 31,(Millions)"
4962,2010,02/26/2010,12/31/2008,"Years Ended December 31,(Millions, except percentages)"
4962,2010,02/26/2010,12/31/2008,"Although we have devoted significant resources to develop our risk management policies and procedures and expect to continue to do so in the future, our hedging strategies and other risk management techniques may not be fully effective. SeeFinancial ReviewRisk Management on pages47-49 of our 2009 Annual Report to Shareholders for a discussion of the policies and procedures we use to identify, monitor and manage the risks we assume in conducting our businesses. Management of credit, market and operational risk requires, among other things, policies and procedures to record properly and verify a large number of transactions and events, and these policies and procedures may not be fully effective."
4962,2010,02/26/2010,12/31/2008,Table of Contents
4962,2010,02/26/2010,12/31/2008,"return on average equity of 14.6%, compared with 22.3%."
4962,2010,02/26/2010,12/31/2008,"fee services, including market and trend analyses along with related consulting services and customer loyalty and rewards programs."
4962,2010,02/26/2010,12/31/2008,Weis Markets Inc.
4962,2010,02/26/2010,12/31/2008,"Professional Veterinary Products, one of the nations largest animal health products distributors."
4962,2010,02/26/2010,12/31/2008,the cost of Card acceptance relative to the value provided.
4962,2010,02/26/2010,12/31/2008,providing exceptional customer service.
4962,2010,02/26/2010,12/31/2008,During the year we also expanded our list of redemption partners and announced a number of innovations to meet customer demand.
4962,2010,02/26/2010,12/31/2008,"resources to help grow and manage a business through the community-driven website, OPEN Forum®."
4962,2010,02/26/2010,12/31/2008,the quality of customer service.
4962,2010,02/26/2010,12/31/2008,federal and state laws and regulations that generally prohibit engaging in unfair and deceptive business practices.
4962,2010,02/26/2010,12/31/2008,Primarily U.S.
4962,2010,02/26/2010,12/31/2008,"Our results of operations are materially affected by conditions in the global capital markets and the economy generally, both in the United States and elsewhere around the world."
4962,2010,02/26/2010,12/31/2008,"The global money and capital markets, while demonstrating generally improved conditions, remain susceptible to volatility and disruption, which could negatively impact market liquidity conditions."
4962,2010,02/26/2010,12/31/2008,"We must also accurately estimate the fair value of the assets in our investment portfolio and, in particular, those investments that are not readily marketable."
4962,2010,02/26/2010,12/31/2008,"As an additional source of funding, our banking subsidiaries offer deposits to individuals through brokerage networks as well as directly to consumers."
4962,2010,02/26/2010,12/31/2008,(b) Not applicable.
4962,2010,02/26/2010,12/31/2008,"In addition, the information regarding executive officers called for by Item 401(b) of Regulation S-K may be found under the caption Executive Officers of the Company in this Report."
4977,2009,02/20/2009,12/31/2008,"Difficult conditions in global capital markets and the economy generally may have a material adverse effect on our investments, capital position, revenue, profitability and liquidity and harm our business, and these conditions may not improve in the near future."
4977,2009,02/20/2009,12/31/2008,The effect that governmental actions for the purpose of stabilizing the financial markets will have on such markets generally or on us is difficult to determine at this time.
4977,2009,02/20/2009,12/31/2008,"Defaults, downgrades, widening credit spreads or other events impairing the value of the fixed maturity securities and perpetual securities in our investment portfolio may reduce our earnings."
4977,2009,02/20/2009,12/31/2008,The impairment of other financial institutions could adversely affect us.
4977,2009,02/20/2009,12/31/2008,We are subject to certain risks as a result of our investments in hybrid securities.
4977,2009,02/20/2009,12/31/2008,"The valuation of our investments includes methodologies, estimations and assumptions which are subject to differing interpretations and could result in changes to investment valuations that may adversely affect our results of operations or financial condition."
4977,2009,02/20/2009,12/31/2008,The determination of the amount of impairments taken on our investments is subjective and could materially impact our results of operations or financial position.
4977,2009,02/20/2009,12/31/2008,Gross unrealized losses may be realized or result in future impairments.
4977,2009,02/20/2009,12/31/2008,Lack of availability of acceptable yen-denominated investments could adversely affect our profits.
4977,2009,02/20/2009,12/31/2008,The concentration of our investment portfolios in any particular sector of the economy may have an adverse effect on our financial position or results of operations.
4977,2009,02/20/2009,12/31/2008,Our concentration of business in Japan poses risks to our operations.
4977,2009,02/20/2009,12/31/2008,Monthly Report of Recent Economic and Financial Developments
4977,2009,02/20/2009,12/31/2008,We operate in an industry that is subject to ongoing changes.
4977,2009,02/20/2009,12/31/2008,"We are exposed to significant financial and capital markets risk which may adversely affect our results of operations, financial condition and liquidity, and our net investment income can vary from period to period."
4977,2009,02/20/2009,12/31/2008,Foreign Currency Risk
4977,2009,02/20/2009,12/31/2008,Interest Rate Risk
4977,2009,02/20/2009,12/31/2008,"If future policy benefits, claims or expenses exceed those anticipated in establishing premiums and reserves, our financial results would be adversely affected."
4977,2009,02/20/2009,12/31/2008,"As a holding company, the Parent Company depends on the ability of its subsidiaries to transfer funds to it to meet its debt service and other obligations and to pay dividends on its common stock."
4977,2009,02/20/2009,12/31/2008,Extensive regulation can impact profitability and growth.
4977,2009,02/20/2009,12/31/2008,"Sales of our products and services are dependent on our ability to attract, retain and support a network of qualified sales associates."
4977,2009,02/20/2009,12/31/2008,The success of our business depends in part on effective information technology systems and on continuing to develop and implement improvements in technology; certain significant multiyear strategic information technology projects are currently in process.
4977,2009,02/20/2009,12/31/2008,Changes in accounting standards issued by the Financial Accounting Standards Board (FASB) or other standard-setting bodies may adversely affect our financial statements.
4977,2009,02/20/2009,12/31/2008,Any decrease in our financial strength or debt ratings may have an adverse effect on our competitive position.
4977,2009,02/20/2009,12/31/2008,"If we fail to comply with restrictions on patient privacy and information security, including taking steps to ensure that our business associates who obtain access to sensitive patient information maintain its confidentiality, our reputation and business operations could be materially adversely affected."
4977,2009,02/20/2009,12/31/2008,We face risks related to litigation.
4977,2009,02/20/2009,12/31/2008,Managing key executive succession is critical to our success.
4977,2009,02/20/2009,12/31/2008,"Any event, including one external to our operations, could damage our reputation."
4977,2009,02/20/2009,12/31/2008,"We also face other risks that could adversely affect our business, results of operations or financial condition, which include:"
4977,2009,02/20/2009,12/31/2008,Table of Contents
4977,2008,02/29/2008,12/31/2007,Risk Factors
4977,2008,02/29/2008,12/31/2007,We operate in an industry that is subject to ongoing changes.
4977,2008,02/29/2008,12/31/2007,Our concentration of business in Japan poses risks to our operations.
4977,2008,02/29/2008,12/31/2007,Japanese currency translation risk could materially impact reported operating results.
4977,2008,02/29/2008,12/31/2007,General market conditions affect investments and investment income.
4977,2008,02/29/2008,12/31/2007,Availability of acceptable yen-denominated investments could adversely affect our profits.
4977,2008,02/29/2008,12/31/2007,Concentration of our investment portfolios in any particular sector of the economy may have an adverse effect on our financial position or results of operations.
4977,2008,02/29/2008,12/31/2007,"If future policy benefits, claims or expenses exceed those anticipated in establishing premiums and reserves, our financial results would be adversely affected."
4977,2008,02/29/2008,12/31/2007,Our operating subsidiaries provide cash flow to the Parent Company.
4977,2008,02/29/2008,12/31/2007,Extensive regulation can impact profitability and growth.
4977,2008,02/29/2008,12/31/2007,"Sales of our products and services are dependent on our ability to attract, retain and support a network of qualified sales associates."
4977,2008,02/29/2008,12/31/2007,Success of our business depends in part on effective information technology systems and on continuing to develop and implement improvements in technology; certain significant multiyear strategic information technology projects are currently in process.
4977,2008,02/29/2008,12/31/2007,Changes in accounting standards issued by the FASB or other standard-setting bodies may adversely affect our financial statements.
4977,2008,02/29/2008,12/31/2007,Any decrease in our financial strength ratings may have an adverse effect on our competitive position.
4977,2008,02/29/2008,12/31/2007,We face risks related to litigation.
4977,2008,02/29/2008,12/31/2007,Managing key executive succession is critical to our success.
4977,2008,02/29/2008,12/31/2007,"We also face other risks that could adversely affect our business, results of operations or financial condition, which include:"
4977,2007,02/28/2007,12/31/2006,NO RISK FACTORS FOUND
5768,2009,06/15/2009,03/31/2009,ITEM 1. BUSINESS
5768,2009,06/15/2009,03/31/2009,Transmission X-ray Technology:
5768,2009,06/15/2009,03/31/2009,Z Backscatter Technology:
5768,2009,06/15/2009,03/31/2009,Other Technologies:
5768,2009,06/15/2009,03/31/2009,Products and Systems
5768,2009,06/15/2009,03/31/2009,CargoSearch Inspection Systems:
5768,2009,06/15/2009,03/31/2009,Gantry System
5768,2009,06/15/2009,03/31/2009,Z Backscatter Systems:
5768,2009,06/15/2009,03/31/2009,Z Backscatter Van
5768,2009,06/15/2009,03/31/2009,ParcelSearch and Personnel Screening Inspection Systems:
5768,2009,06/15/2009,03/31/2009,Contract Research & Development
5768,2009,06/15/2009,03/31/2009,Service and Support:
5768,2009,06/15/2009,03/31/2009,Intellectual Property
5768,2009,06/15/2009,03/31/2009,Sales and Marketing
5768,2009,06/15/2009,03/31/2009,Competition
5768,2009,06/15/2009,03/31/2009,ISO 9001 Certification
5768,2009,06/15/2009,03/31/2009,Component Availability
5768,2009,06/15/2009,03/31/2009,Regulatory Compliance
5768,2009,06/15/2009,03/31/2009,Research and Development
5768,2009,06/15/2009,03/31/2009,Sales Backlog
5768,2009,06/15/2009,03/31/2009,Financial Information about Foreign and Domestic Operations and Export Sales
5768,2009,06/15/2009,03/31/2009,Net Sales and Contract Revenues
5768,2009,06/15/2009,03/31/2009,Fiscal Year
5768,2009,06/15/2009,03/31/2009,(Dollars in thousands)
5768,2009,06/15/2009,03/31/2009,Percent of International Revenue by Major Region:
5768,2009,06/15/2009,03/31/2009,Available Information
5768,2009,06/15/2009,03/31/2009,ITEM 1A. RISK FACTORS
5768,2009,06/15/2009,03/31/2009,The Companys reliance on a small number of customers for a large portion of its revenues could harm its business and prospects. A number of contracts held by those customers may be terminated at the customers discretion.
5768,2009,06/15/2009,03/31/2009,The Companys results of operations are affected by the overall economy and governmental spending.
5768,2009,06/15/2009,03/31/2009,The Companys business is dependent upon governmental policies and appropriations.
5768,2009,06/15/2009,03/31/2009,The Companys lengthy sales cycle requires it to incur significant expenses with no assurance that it will generate revenue or recover such expenses.
5768,2009,06/15/2009,03/31/2009,"The Company conducts its business worldwide, which exposes it to a number of difficulties in coordinating its international activities and dealing with multiple regulatory environments."
5768,2009,06/15/2009,03/31/2009,Changes in governmental regulations may reduce demand for the Companys products or increase its expenses.
5768,2009,06/15/2009,03/31/2009,The Companys reliance on a limited number of suppliers for some key components for its products could harm its business and prospects.
5768,2009,06/15/2009,03/31/2009,Fluctuations in the Companys operating results and unanticipated contract terminations may cause its stock price to fluctuate.
5768,2009,06/15/2009,03/31/2009,"The Company could incur substantial costs as a result of product liability claims and adverse publicity if its X-ray inspection systems fail to detect bombs, explosives, weapons, contraband or other threats to personal safety."
5768,2009,06/15/2009,03/31/2009,The Companys insurance may be insufficient to protect it from product liability claims.
5768,2009,06/15/2009,03/31/2009,The Company may not be able to fund its research and development activities.
5768,2009,06/15/2009,03/31/2009,The Companys success depends on new product development.
5768,2009,06/15/2009,03/31/2009,The Companys success depends upon its ability to adapt to rapid changes in technology and customer requirements.
5768,2009,06/15/2009,03/31/2009,The Company may not be able to compete successfully.
5768,2009,06/15/2009,03/31/2009,The Companys business could be harmed if it is unable to protect its intellectual property.
5768,2009,06/15/2009,03/31/2009,The Companys business may be materially and adversely affected by infringement claims initiated by the Company or its competitors.
5768,2009,06/15/2009,03/31/2009,The Companys success depends on its ability to attract and retain qualified management professionals.
5768,2009,06/15/2009,03/31/2009,Existing external financing may not be available in the future.
5768,2009,06/15/2009,03/31/2009,Future sales of the Companys common stock by existing stockholders could depress the market price of the Companys common stock.
5768,2009,06/15/2009,03/31/2009,The volatility of the Companys stock price could adversely affect an investment in the Companys common stock.
5768,2009,06/15/2009,03/31/2009,"Provisions in the Companys articles of organization and the Companys shareholder rights plan may have the effect of discouraging advantageous offers for the Companys business or common stock, and limit the price that investors might be willing to pay in the future for shares of the Companys common stock."
5768,2009,06/15/2009,03/31/2009,"Transmission X-ray Technology:Transmission images are created from X-rays that pass through the object that is being examined. Medical X-ray images are a type of transmission X-ray. In transmission imaging, the detector measures the relative intensity of the X-rays that pass directly through the object. The degree to which X-rays are transmitted through an object is"
